Date,Rating,Review,User name,UserLocation,AVG Rating
11/14/2015,4.0 star rating,"Beautiful dining room.  Perfect place to watch sunset and have dinner.  Shrimp in seafood pasta was excellent.  Also had the Maui fresh green salad which was very nice.  
  Sam was very attentive.  Good addition to restaurant.",Joan G.,"Lafayette, CA",4.0 star rating
11/13/2016,5.0 star rating,"We had a great experience here last night. The food was good but the highlight of our visits was our waitress, Tamara. I am celiac and she went above and beyond to make sure that I get food that's not only delicious but also gluten free. She was kind, considerate and prompt.",Sara T.,"Aptos, CA",4.0 star rating
6/13/2016,5.0 star rating,"Let's just start with what a perfect table we had for our meal. We got a reservation for just before sunset and were seated on the second floor balcony, which had a picturesque view and the dining area was very cool (temperature wise). Our meals were outstanding and if you plan on drinking give the Lei lemonade a try- it's Delish!  We also greatly appreciated our waitress- Brooke- who didn't rush us and made a great dining experience. This place is up there in our dining experiences while in Maui!",Easton O.,"Lahaina, HI",4.0 star rating
5/9/2016,3.0 star rating,"We went to Leilani's for a early Mother's Day dinner. The host and the staff were very friendly. As it was right on the ocean, we really wanted an table outside, but we were informed a large group took up 90% of the outside seating and the wait will be 3 hours. Decided to take an inside table. I had the seared ahi steak. I did like it, however the portion was small (about 5 pieces) and a few of the pieces had a tendon in it so I couldn't actually eat the whole thing. My wife had the seafood pasta and added a lobster tail. Both were delicious. I had 2 Mai Thai's that were not bad. At about $80 per person I was expecting a little more.",Izak E.,"Sacramento, CA",4.0 star rating
8/28/2015,5.0 star rating,"This place is real awesome. Came here at night. They have good soft music playing, it has dim lighting, you can here the waves crashing on shore, and the service is really nice. Now the food. Man oh man what i got was freakin great and it tasted like nothing else i have tasted before. The ahi poke is the best and the chicken is the best. Its a must try.",Daniel V.,"Bellflower, CA",4.0 star rating
11/28/2016,4.0 star rating,"Great spot but make sure you make a reservation.  They are always busy. We had the crab cakes to start which were good. But our entrees were great. Specifically, their special t-bone of that night was to die for. Not overly marinated, you could just taste a hint of rosemary butter and delicious beef from the island. I mean, it was incredible. And I lived in NYC for 10 years and visited the best of the best steak houses. The mahi mahi was fantastic too.  Try to time your visit with sunset. It's a great view.",aidan c.,"New York, NY",4.0 star rating
5/19/2014,4.0 star rating,"We had a lunch here near the beach.  I think it is the informal area with out an outdoors bar. It was a quick walk from our hotel.  We had to wait for a table for about 10 minutes.  Staff was friendly. Pamela was our server. I had the Leilani's Lemonade to start.  Then we ordered the Chef's Raw Bar Platter, which is ahi poke and shrimp ceviche, taro chips.  It was very fresh!  I then ordered the Kalbi Chicken.  It was juicy and full of flavor.  My husband ordered the cajun ono tacos.  He said they were good.  Overall a nice meal with a view.  One of the better places to eat in Whalers Village.  We were too full to try their Hula Pie.  If you keep your receipt and bring it back you can get a free piece of Hula Pie.  If eating in Whalers Village eat here.  One drink, two beers, food and tip $84 lunch.",Jennifer E.,"Austin, TX",4.0 star rating
10/28/2016,4.0 star rating,"We may have stopped in at Leilani's 3x in one day. For lunch, the Fish Taco's are good. For Happy Hour, get a Mai Tai and for dessert the hula pie is a must. Fun little beach bar with live music Wednesday-Sunday 3-5pm.",Amber H.,"Seattle, WA",4.0 star rating
4/30/2016,5.0 star rating,This is my first time in Maui and I have eaten here twice already. Each dish I had was amazing and extremely fresh. The staff was very welcoming and could not have been better. You also have a great view for the sunset at dinner time. Make sure to get the Lava Flow and save room for the to die for Hula Pie!,Kara B.,"Crystal Lake, IL",4.0 star rating
3/7/2014,4.0 star rating,"Great sangria's! I tried both white and red and they were really good. You sit right on the beach boardwalk and people watch. Sadly you can't see the ocean because the bushes are too high but if they had opened up the top floor you would get a nice view. 

The sunset was amazing. Whole sky turned red and pink. We also tried some of their ahi poke and fish tacos. I noticed lots of food choices were fried. I would love to see more healthier options. 

Behind the restaurant there is amazing mini mall with bunch of shops and boutiques. 

I would recommend this place.",Jana A.,"Alamo, CA",4.0 star rating
4/7/2015,4.0 star rating,"Love this place and its sister Restaurant the Hula Grill. They've been here for years and still are very good. 
We had dinner here last night and had a little problem. There was a large multi family party that was very loud. The manager did very little even after we and another separate party complained. After they left an Aussie told us he had also complained to no avail.
The food is very good, though. The sashimi app is always our fave. The seared  who was cooked perfectly. My daughter had king crab legs and enjoyed them. My other daughter had shrimp scampi; very good pasta with jumbo shrimp. 
You pay a lot because you are on Maui and on the best beach in the world but it is one of our goto spots.",Erwin S.,"Canton, OH",4.0 star rating
6/11/2015,4.0 star rating,"I've been excited all vacation to try this place purely for the Hula Pie. 

Right down the way from the Westin in Whalers Village, the atmosphere of this place was amazing. Good burger, Hula Pie and a sunset, what more could you ask for? 

Burger was good, just your everyday burger, the rest of the food was good too, but what I really wanted was the Hula Pie.  Boy did that not disappoint, it's basically a big piece of macadamia nut ice-cream, topped with fudges and nuts on a Oreo type cookie! SOOOO good. 

Definitely try this place when you're here, if not just for the Hula Pie, then for the atmosphere and beautiful ocean view!",Laurens D.,"Walnut Creek, CA",4.0 star rating
8/30/2016,4.0 star rating,We have been to Maui 5/6 times and have dined at Leilani every time. This time around the food was not as great and the drinks were even different. Still not too bad but not as good as prior times. 4 stars cause of the good service.,Sara H.,"Los Angeles, CA",4.0 star rating
5/16/2016,5.0 star rating,"We had an incredible experience tonight at Leilani's. If I could rate this more than 5 stars, I would. The staff was friendly and very attentive. We had such great and quick service. Our waitress, Lisa, was absolutely wonderful and made the experience that much better! We had the seafood pasta and the chefs tasting (which they do from 5-5:45) that included kalua pork spring rolls, Parmesan crusted catch of the day in a lemon caper sauce, and a trio of sorbets. The food was AMAZING. Two thumbs way up. We will be back!!!",J N.,"Issaquah, WA",4.0 star rating
