Date,Rating,Review,Name,Location,Rating_v1
7/6/2014,4.0 star rating,"Amazing service, views, and food. We got a table right by the waterfront around 5 PM and got a great server. The carrot cake with butter is super fresh and got the ahi/avocado poke as an appetizer. The poke needed a little more citrus and salt, but the quality of the ahi was very good. The blacken fish was cooked perfectly and buttery. The Thai flavor Mahi Mahi had a flavorful peanut sauce. The rice pilaf for both dishes was a good complement. The Hula Pie is a full of macadamia nuts, chocolate sauce and ice cream.",Sam L.,"Franklin, TN",4.0 star rating
8/27/2012,5.0 star rating,"Outstanding! After having too many disappointing food experiences in Lahaina, we picked up a guide book of Maui and started trying the restaurants they listed. Kimo's was one, and we are so glad we came here. So glad in fact we came back the very next night for our last meal in Maui. 

I had the filet the first night and it was delicious. I am kind of a steak snob, so I was a little apprehensive at first, but it came out cooked to perfection. Medium rare, just how I like it. My friend had some sort of fish cooked in an orange ginger glaze I think? I'm not too sure but she was wowed by it. The second night she had her fish cooked in the parmesan crust selection. She liked it a lot, but preferred the orange glaze better. The second night I had Kushiyaki and it was also delicious! The service was spectacular here as well.

Oh, also, get the mud pie. Even if you aren't sure you can finish it all, you probably will. If you come back the next day and bring your receipt, the mud pie is on the house. Awesome!",Sarah M.,"Seattle, WA",4.0 star rating
11/14/2012,3.0 star rating,"Pretty standard tourist fare ... don't expect anything too out of the ordinary. Views are spectacular and service is generally okay. Take it for what it is and you'll be good. 

I do think they have some the best fish & chips in the area.",Ryan L.,"Seattle, WA",4.0 star rating
2/1/2015,5.0 star rating,"Our 29th Anniversary dinner!
Off the hook, food, service, view all amazing.
Thank you Jack Starr and Mike for a awesome evening :)",M N.,"Makawao, HI",4.0 star rating
3/3/2013,4.0 star rating,"Looking for a really good place for Happy Hour? Looking for a great MaiTai? This is the place to be. We came here, twice, for Happy Hour. We scored a great table, water front. Service was very friendly, both times.  We tried a few MaiTais, elsewhere,  and most of them were pretty bad.  This place was the best.  We ordered the pulled pork lettuce wraps and calamari. It's adequate, but not the best food.  I don't think I'd come here for the food at all.
However, I did indulge in the Hula Pie.  My husband said he didn't want any. Ha! No sooner did he try a taste, than he cut a line and exclaimed that half was his!   Now, he wants me to make it at home.",Debby F.,"Monterey, CA",4.0 star rating
3/11/2013,4.0 star rating,"I was going to go to the place next door, but I saw bad reviews on Yelp, so I went here instead. 

I loved everything I ate, except the wine. It wasn't that good, and it was overpriced.",Joseph S.,"Austin, TX",4.0 star rating
1/31/2015,1.0 star rating,Was not impressed  with the bartender he was very rude and just slammed the food down older guy not cool,Sally N.,"Honolulu, HI",4.0 star rating
3/7/2013,4.0 star rating,"Kimo's was a nice place to have a relaxing dinner outside and right on the water.   The guy downstairs playing slack guitar added to the laid-back atmosphere, and our server was great and made us feel completely at home.  

The filet was amazing, and the ono was fabulous.  The mai tai and the sorbet were just okay, but we'll give them a pass since the sorbet was on the house as a birthday treat.  

The only downside, really, was the depressing crowd--mostly checked-out tourist families with their noses in the cell phones, completely ignoring each other and wolfing down their food.",Dana S.,"Foster-Powell, Portland, OR",4.0 star rating
9/13/2014,5.0 star rating,Love. View is unbelievable and prices aren't too bad considering. Had prime rib and swordfish and it was amazing. They have an appetizer called the fire roasted veggie dip and it's out of this world. Coconut shrimp appetizer was really good too. The mai tais come in cute Tiki cups and they are super tasty. Sad I was too full to try the hula pie but I'll definitely make it a next time thing. Much better than other places I've dined that in Maui.,Erica M.,"Escondido, CA",4.0 star rating
6/29/2013,4.0 star rating,"Went here for lunch one day. We had a very nice table at the railing by the ocean. The only concern was we sat by a tree and I kept seeing yellow jackets, so it made me a little nervous. I ordered the Fresh Island Fish lunch plate. The fresh fish was striped marlin. It was made with basil, lemon and garlic glaze...delish! It was served with white rice and macaroni salad. The fish was fantastic!! 
Our server was very attentive too.",Michelle S.,"Stockton, CA",4.0 star rating
3/19/2014,1.0 star rating,This place sucks..  everything I got was cold.. I will never come back again.. it's the 3rd time this place has been horrible at service. .  We ordered at 8:15 got food at 9 oclock and it was super cold,Victor O.,"San Jose, CA",4.0 star rating
8/13/2014,5.0 star rating,Went to dinner at Kimos and had a wonderful meal and great service. Go at sunset to enjoy spectacular views on patio. Will definitely be back when I am in Maui.,J V.,"La Jolla, CA",4.0 star rating
2/26/2013,5.0 star rating,"Two parts to this review, the delightful bar and the awesome restaurant. 

1.) The bar.... You know you want a good mai tai when you're in Hawaii. You're tired other places, maybe you haven't been satisfied. Enter Kimo's, they must use fresh juice because they're great. Just try one, embrace the little umbrella and pineapple wedge... as touristy as it looks. Score the first 3 seats when you walk in that face the water, good views. Attentive bartenders. A must try.

2.) The restaurant... Great food. Very savory and excellent service. When you order, your server will share with you the list of fish for the day. Choose how you'd like it prepared from their tasty list (the server will make recs from the chef which fish should be prepared which way) and enjoy. 

Can't wait to come back!",Richard M.,"Sacramento, CA",4.0 star rating
11/4/2012,4.0 star rating,"The hula pie is absolutely amazing as all other reviews on here say.  Our server Alicia was really sweet.

Food: Delicious
Service: Friendly, attentive, refills came fast :-)
Price: $$ /  $$$ - tourists can find coupons.

I'd totally recommend this place.",Avi P.,"Irvine, CA",4.0 star rating
12/1/2014,5.0 star rating,"As usual, dinner at Kimo's on Thanksgiving was excellent. All four of us enjoyed different items on the menu. My prime rib was perfect!  Service was superb as well.  We dine at Kimo's every year and have never been disappointed.",david c.,"San Luis Obispo, CA",4.0 star rating
12/4/2012,4.0 star rating,"Holy overenthusiastic waitstaff, batman! Our waitress was, like, totally psyched to see us, and like totally loved everything on the menu, and like the catch of the day was like totally awesome, and like you totally have to try the Hula Pie, and it's like totally not as cool as Duke's becuase Kimo's was like totally here first!

Her energy notwithstanding, the meal was pretty great. Despite what she said, Kimo's is pretty similar to Duke's, both in menu style and quality. The place definitely did not disappoint. It's the basic Duke's model, they tell you the fresh seasonal catches of the day (mostly all local in Kimo's case) and then you pick your favorite preparation from the list. 

I ended up splitting my meal with another member of my party (for which we were not charged extra), and we ended up both getting what seemed like full portion of rice and extra sides. We went with (per Happy Waitress's suggestion) the local Opakapaka and the coconut-crusted preparation. To. Die. For. 

And of course, we couldn't pass up the Hula Pie. Why would you? It's vacation for goodness sake... calories don't count!

Bottom line: great service (bordering on insane), sit upstairs for a great view, and go with something fresh and local.",Bronwen Y.,"Long Beach, CA",4.0 star rating
7/11/2014,5.0 star rating,"Fantastic location.    Sit on the rail, it's worth the wait.   Come at sunset gorgeous!!!!  We came to Kimo's probably 5 times on our two week Maui trip.  Really enjoyed the food, my son who is 7 loved to sit on the rail and watch the crabs run around on the rocks at low tide.  Favorite drink ever....Coconut wireless....sounds weird coconut and basil.....but it is fantastic.  The waitress said  no problem sending it back if I did not like it :)    The wait staff are friendly, ambiance is great....causal during the day is fine, a little more romantic at night :)  Love the tiki torches and crashing waves.  Don't miss Kimos on your next trip :)",Tami G.,"San Buenaventura (Ventura), CA",4.0 star rating
